date,temp,humidity,precip,windspeed,pressure,temp_mean,day_of_year,sin_doy,cos_doy,temp_ma_7d,temp_ma_30d,precip_ma_7d,humidity_ma_7d
2024-03-08,24.493286036664873,58.52452820503798,2.0358424750410196,8.82586290855125,1011.3088263415881,24.493286036664873,68,0.9209712877166346,0.38963044953078796,24.27536423309425,23.606639691475785,2.8506166846409746,64.92375576559259
2024-03-09,23.176815267547145,64.26539147719542,3.7348997133261683,6.9861136492577405,1011.586885083145,23.176815267547145,69,0.9275416835791966,0.37371971479046906,24.049419196469337,23.655266444311565,3.2091329531886403,64.25298378779685
2024-03-10,25.31630094227588,55.16468800983062,0.0,6.563111557495128,1012.3596585448645,25.31630094227588,70,0.9338372288229252,0.35769823883312546,24.217535120066465,23.716069788905784,2.426811660765199,62.38336244394305
2024-03-11,25.502041787832987,69.72616854839787,5.572978869606058,7.680122940073145,1012.942951376292,25.502041787832987,71,0.9398560579418954,0.3415707691678556,24.337098452927325,23.781291989917978,2.9273515378204027,62.914210048123785
2024-03-12,22.90026579204661,63.037354582424065,2.134024083239585,8.64543712067618,1010.5183071693431,22.90026579204661,72,0.9455963874271426,0.3253420847119801,24.05678355664281,23.842631982663157,3.1543066996689744,62.55996868741678
2024-03-13,25.966180253059747,69.87384048909496,2.673719554629427,8.803423444197882,1015.0704319751334,25.966180253059747,73,0.9510565162951535,0.30901699437494745,24.583005979472198,23.902135969774665,2.7684111957747772,62.669693417355475
2024-03-14,24.14426725534354,63.877182232449016,3.0377772023453846,8.195352197097664,1010.6809706484336,24.14426725534354,74,0.9562348265919056,0.29260033563334836,24.49987961925297,23.88499823241716,2.7413202711696636,63.49559336348999
2024-03-15,25.012002097863963,64.98639082686806,7.353430823385125,9.918541652170413,1019.4595473725346,25.012002097863963,75,0.9611297838723007,0.27609697309746883,24.57398191370998,23.789780062648543,3.5009757495045357,64.41871659518
2024-03-16,23.441607927289756,67.32912080541647,3.550026017215055,12.379605866435345,1010.5751051439346,23.441607927289756,76,0.9657399376548549,0.2595117970697999,24.611809436530354,23.720718363147515,3.4745652214886626,64.85639221349729
2024-03-17,23.30722447852321,60.01086942922292,0.0,6.948489956638478,1010.7226020153389,23.30722447852321,77,0.9700639218515071,0.2428497220959356,24.324798513137118,23.765336442094505,3.4745652214886626,65.54870384483905
2024-03-18,25.294861580349462,64.12032140478095,8.628512517647659,9.9008476763721,1011.2692890330128,25.294861580349462,78,0.9741004551724205,0.22611568550828828,24.29520134063947,23.78221138625118,3.9110700283517477,64.74786853860806
2024-03-19,23.20168904939445,65.4990891427142,0.0,11.662917531708707,1016.5383203621639,23.20168904939445,79,0.9778483415056568,0.20931464596304847,24.338261805974874,23.82144873183018,3.6062094450318076,65.0995449043638
2024-03-20,24.06164869579059,54.21583274580844,7.061617122496239,7.770920309494764,1016.7134489359204,24.06164869579059,80,0.9813064702716093,0.19245158197082998,24.066185869222135,23.85594064096373,4.233051954727066,62.86268665532286
2024-03-21,21.80966307450243,60.46022596288041,3.0157310991545496,8.093961187529484,1011.6498035855623,21.80966307450243,81,0.9844738167520922,0.1755314904214282,23.732670986244838,23.87433497883585,4.22990251141409,62.37455004538449
2024-03-22,26.239773872092044,56.789965691459415,2.5728615449361194,8.240591263423799,1014.5433165021763,26.239773872092044,82,0.9873494423939864,0.15855938510313475,23.908066953991703,23.985919505585283,3.5469640430642317,61.20363216889755
2024-03-23,26.40989791906254,56.45382016509189,0.0,10.555353643797018,1013.9969420359388,26.40989791906254,83,0.989932495087353,0.141540295217043,24.33210838138782,24.130071935486157,3.039817469176367,59.650017791708315
2024-03-24,23.479329979952748,70.71196088362679,3.347023902878576,10.358594368127653,1013.2025554442304,23.479329979952748,84,0.9922222094179323,0.12447926388678915,24.356694881592038,24.19540125223828,3.517963741016164,61.17874514233744
2024-03-25,29.084477599110052,70.051360932483,2.2531075545627797,9.94314190190871,1014.9361278487554,29.084477599110052,85,0.994217906893952,0.10738134666416309,24.898068598557835,24.265859740491035,2.6071916034326095,62.02603650343774
2024-03-26,27.683971314179907,56.870191302845505,5.058154379995318,10.116848973699176,1007.7237815407307,27.683971314179907,86,0.995918996147179,0.09025161003104117,25.538394636384332,24.352563789923725,3.329785086289083,60.793336812027924
2024-03-27,22.56097019924585,53.035548051425735,2.1917794966663267,9.435084511591924,1017.5070711562881,22.56097019924585,87,0.9973249731081555,0.07309512989807777,25.324011994020797,24.28948179060167,2.6340939968848107,60.6247247128304
2024-03-28,25.05351408216178,70.62702350320792,0.0,4.593235121289691,1012.8333569033101,25.05351408216178,88,0.9984354211555643,0.055916990100603484,25.787419280829276,24.445024309507506,2.2032752684341603,62.07712436144861
2024-03-29,25.64835755451559,62.14201899317486,0.0,7.821759920974423,1009.0865914984854,25.64835755451559,89,0.9992500112396835,0.03872228089217446,25.70293123546121,24.502055061577458,1.8357236191575717,62.84170340455081
2024-03-30,26.191546165220682,63.97552738091804,0.18036064101793414,6.972266165326613,1009.8223594343332,26.191546165220682,90,0.9997685019798909,0.021516097436222254,25.671738127769515,24.607528134264577,1.8614894250172767,63.916233006811694
2024-03-31,24.695897864133663,67.3669422432661,0.04282186099336904,9.008093031035688,1011.4092271448827,24.695897864133663,91,0.9999907397361901,0.004303538296244289,25.845533539795362,24.670328479438478,1.3894605618908185,63.43837320104588
2024-04-01,23.201655135144463,62.50435165968387,0.0,6.8927013893056355,1009.4063663222335,23.201655135144463,92,0.9999166586547379,-0.01291029607500882,25.00513033065742,24.618435966479243,1.0675880540961358,62.360229019217435
2024-04-02,28.680095588404726,61.572289083337225,0.9008234760222433,8.427959821468445,1012.6630158509275,28.680095588404726,93,0.9995462806873573,-0.030120304846908114,25.14743379840382,24.76978950352287,0.4736836392428393,63.03195727357339
2024-04-03,24.269061319763058,65.7901151042882,5.2725231301419155,6.938997704778945,1011.272545278066,24.269061319763058,94,0.9988797155850336,-0.04732138832243185,25.391446815620565,24.75658826558807,0.9137898725964949,64.85403828112517
2024-04-04,24.118374741749488,51.25488175379723,0.0,10.733748534889049,1017.9349031405038,24.118374741749488,95,0.9979171608653922,-0.06450844944931623,25.257855481275953,24.73178508811178,0.9137898725964948,62.08658945978079
2024-04-05,24.125018695428732,65.64527920665022,3.9337504636306084,14.157761616910475,1016.3587247343037,24.125018695428732,96,0.9966589017541702,-0.08167639533042241,25.040235644263543,24.79319826818427,1.4757542245437245,62.58705520456298
2024-04-06,24.31901670058886,57.92659278682121,0.0,8.406927271734446,1010.7309477641471,24.31901670058886,97,0.9951053111006976,-0.09882013873287143,24.77273143503043,24.77962709897463,1.4499884186840197,61.722921691120575
2024-04-07,21.679268338108624,60.26335507735478,0.0,11.37428327014513,1015.6449192708484,21.679268338108624,98,0.9932568492674143,-0.11593459959550041,24.34178435988399,24.685826509022753,1.4438710099706813,60.70812352456182
2024-04-08,24.45393224812752,70.06354102001187,3.232104922942855,6.2774315973434724,1017.569372231809,24.45393224812752,99,0.9911140639934547,-0.1330147065341959,24.520681090310145,24.7283970750421,1.9056002846768034,61.78800771889439
2024-04-09,25.49099326249779,57.16647124961838,2.4289839657491754,6.248763493230486,1008.851600807107,25.49099326249779,100,0.9886775902323405,-0.1500553983446526,24.065095043752013,24.73422015238283,2.1239089260663655,61.158605171220266
2024-04-10,26.20603458819476,71.68527282589223,0.0,9.125938473381142,1011.0480722926345,26.20603458819476,101,0.9859481499638304,-0.16705162550211924,24.34180551067082,24.757686579061556,1.3706913360460915,62.00077056002085
2024-04-11,23.317163346502355,60.04288137485494,0.408027690960552,8.097043255889654,1010.5071496507669,23.317163346502355,102,0.9829265519799822,-0.18399835165768005,24.227346739921238,24.77158316421008,1.4289810061833133,63.256199077314804
2024-04-12,24.767309139964553,62.31861671076495,2.283155859400771,6.184872675916804,1011.269686008295,24.767309139964553,103,0.9796136916454901,-0.20089055513063506,24.319102517712064,24.731620793773573,1.193181777007622,62.78096157790262
2024-04-13,25.669425334324384,64.80375833782459,0.06733426560434674,8.19866461085845,1015.2541613701154,25.669425334324384,104,0.9760105506323683,-0.21772323039653177,24.512018036817143,24.782459396406264,1.202800957808243,63.76341379947454
2024-04-14,20.749365811152288,66.49199121855399,1.0121287231624598,9.141197337186318,1010.7102225303724,20.749365811152288,105,0.9721181966290613,-0.23449138957040985,24.37917481868052,24.640371520182544,1.3473907754028802,64.65321896250299
2024-04-15,20.4052526399898,55.740712018587246,3.144254839984146,8.519445003442964,1010.2870501246867,20.4052526399898,106,0.9679377830240642,-0.25119006388481935,23.80079201751799,24.539159677272547,1.334840763551636,62.607100533728044
2024-04-16,25.21637088274732,54.127488423831004,2.8017606040580505,5.577967600475087,1011.0444916765936,25.21637088274732,107,0.9634705485641488,-0.2678143051621742,23.76156024898221,24.602797890746682,1.3880945690243323,62.17296013004413
2024-04-17,23.955503557974207,58.51128210618798,1.846333367310524,10.012585618428881,1011.2693243914306,23.955503557974207,108,0.9587178169872964,-0.2843591872810034,23.440055816093558,24.558152623334177,1.6518564786401215,60.29096145580066
2024-04-18,25.45098507113916,56.71617020537016,4.589412533745849,10.8831372413158,1005.5850664996182,25.45098507113916,109,0.9536809966304457,-0.30081980763566735,23.744887491041673,24.63312915739233,2.2491971704665925,59.815717003017134
2024-04-19,22.102103382525158,66.25472962114516,2.390863841871022,8.742291746742618,1011.1880444398525,22.102103382525158,110,0.9483615800121715,-0.3171912885891061,23.364143811407473,24.567810980283483,2.2645840251052,60.37801884735716
2024-04-20,23.78278973383574,62.08677690288888,6.5033461849794225,8.508841686602427,1014.0128079862257,23.78278973383574,111,0.9427611433904207,-0.3334687789181868,23.094624439909097,24.633581868927926,3.1840142993016394,59.98987864236635
2024-04-21,22.697021278768162,60.75286249600708,1.7023254365411373,8.788904284756594,1011.7370465575392,22.697021278768162,112,0.9368813462954315,-0.3496474552512284,23.372860935282795,24.515490115817137,3.2826138297843075,59.17000311057393
2024-04-22,24.008965087340652,73.174314467025,5.6133741102950765,7.347952935664318,1016.6036417664918,24.008965087340652,113,0.9307239310379795,-0.36572252349726897,23.88767699919006,24.435459021426404,3.6353451541144404,61.66051774606505
2024-04-23,22.519406972342598,53.053555232407945,0.0,4.258416157948289,1011.9454595478761,22.519406972342598,114,0.9242907221930933,-0.3816892202666588,23.50239644056081,24.403461587839395,3.2350936392490044,61.50709871871889
2024-04-24,23.276066815954643,71.39936651659002,3.9807821212924877,7.561798942382271,1015.4882167435504,23.276066815954643,115,0.9175836260593937,-0.39754281428255595,23.40533404884373,24.20984789506755,3.540014889817857,63.34825363449061
2024-04-25,18.71819031706641,65.5626156954229,5.312595581660901,5.0428275084403165,1016.4312621296208,18.71819031706641,116,0.9106046300942162,-0.4132786077829042,22.443506226833335,23.9109885284971,3.643326753805721,64.61203156164099
2024-04-26,23.716272433317044,60.808678700500884,4.898345598318855,12.541385715608792,1013.5455987651754,23.716272433317044,117,0.9033558023246845,-0.4288919379124835,22.674101805517893,23.949498602966138,4.001538433298269,63.83402428726324
2024-04-27,23.432157262122146,60.67354832366213,0.4504668916056245,9.66067163308849,1010.4317485222734,23.432157262122146,118,0.895839290734909,-0.4443781781046132,22.62401145241595,23.895453375631483,3.136841391387726,63.632134490230854
2024-04-28,22.972933511209416,60.71983271281159,4.436939477239175,8.667324210573897,1016.1126198327737,22.972933511209416,119,0.8880573226294932,-0.45973273945210397,22.663427485621845,23.80627257418795,3.527500540058874,63.62741594977435
2024-04-29,21.70153304728215,62.1401654093485,0.06370885265307802,7.111413479847776,1014.1319014791345,21.70153304728215,120,0.8800122039735357,-0.47495107206704995,22.333794337042058,23.656605470256657,2.7346912175385887,62.05110894153486
2024-04-30,24.125019819898448,58.15166743314234,5.608817760316981,10.711275717609901,1014.2403047096711,24.125019819898448,121,0.8717063187093218,-0.4900286664290592,22.56316760097861,23.63757620211549,3.5359508975838714,62.77941068449691
2024-05-01,26.25185563716182,58.25549731333359,0.0,4.442559502191443,1017.4881329344676,26.25185563716182,122,0.8631421280499114,-0.5049610547215204,22.98828028972249,23.739249552182734,2.9672677373992307,60.90171508403171
2024-05-02,23.69199485273918,62.61447818962597,3.8399058789594607,5.7490219054032465,1020.3372559388505,23.69199485273918,123,0.854322169749827,-0.5197438121555155,23.6988237948186,23.57297952766055,2.7568834941561677,60.480552583203576
2024-05-03,22.52451761163611,63.78961868953363,5.177299871696076,8.962018463473427,1013.6716520728374,22.52451761163611,124,0.8452490573530633,-0.5343725582809786,23.528573106007038,23.51482807072298,2.796734104638628,60.9064011530654
2024-05-04,20.565784949538987,66.18760630081829,8.6460734894251,10.690840092309955,1017.7795598799182,20.565784949538987,125,0.8359254794186372,-0.548842958284719,23.119091347066586,23.396408410982637,3.9675350471842674,61.694123721230554
2024-05-05,21.002843388829202,58.75112288205834,2.6226392397010554,8.11144982457739,1016.2825745554128,21.002843388829202,126,0.8263541987239096,-0.5631507242749186,22.83764990101227,23.292335900762655,3.708349298964536,61.41287945969439
2024-05-06,18.516804623000077,72.09271021040304,2.5259763042630317,7.14623786010516,1009.9636868742195,18.516804623000077,127,0.8165380514459161,-0.5772916165517272,22.382688697543404,23.09892883150969,4.060101792051673,62.834671574130745
2024-05-07,18.46643454673535,68.57592255578896,3.2199539015652117,5.420078200517892,1009.1147636838092,18.46643454673535,128,0.8064799463209448,-0.5912614448635781,21.57431937280582,22.99183437179725,3.718835526515705,64.32385087736597
2024-05-08,20.97698458106261,72.05201225212818,2.2212259459091857,4.993714093763788,1012.2627708077422,20.97698458106261,129,0.7961828637826158,-0.6050560696488488,20.820766364791645,22.875936116228413,4.0361535187884465,66.29478158290806
2024-05-09,20.973542819291783,50.22350393950461,2.8371154004465633,7.538130939582644,1015.0886190944402,20.973542819291783,130,0.7856498550787147,-0.6186714032625031,20.432416074299162,22.72535443478822,3.892897736143747,64.5246424043193
2024-05-10,25.085406410405962,68.107203224617,2.1933339283355084,5.786948182516659,1020.7200794097496,25.085406410405962,131,0.7748840413670407,-0.6321034111873487,20.79825733126628,22.688000162195255,3.4666168870922367,65.14144019504549
2024-05-11,21.372542597881438,63.6578836802003,2.9276247386699903,8.39616952153571,1012.5669187642281,21.372542597881438,132,0.7638886127905428,-0.6453481132295501,20.913508423886633,22.62317947057456,2.6496956369843643,64.78005124924292
2024-05-12,19.971539998926772,61.274243294120005,2.901740189352005,6.9131504577324705,1010.8614626519685,19.971539998926772,133,0.7526668275320085,-0.6584015846980488,20.766179368186283,22.463320499206635,2.689567201220214,65.14049702239458
2024-05-13,21.194669599442957,62.36671303306284,7.511978965748066,2.698060383213976,1016.2745205557674,21.194669599442957,134,0.7412220108485958,-0.6712599575675313,21.148731507678125,22.314161974710586,3.401853295718076,63.751068854203126
2024-05-14,23.33515212127894,52.63250320157557,1.9719372177589536,7.257118268008417,1008.7774649158465,23.33515212127894,135,0.7295575540864875,-0.6839194216246106,21.84426258975578,22.400354851714805,3.223565198031468,61.47343751788693
2024-05-15,19.14678955173612,58.70308390715002,8.256811330270867,9.871356786294923,1016.8146652849824,19.14678955173612,136,0.717676913675962,-0.6963762255968722,21.582806156994852,22.358406082106352,4.085791681511708,59.566447754318624
2024-05-16,22.003518494656916,57.75368559551678,1.426439201160679,8.978749122455836,1009.3336165733242,22.003518494656916,137,0.705583610107178,-0.7086266782644596,21.729945539189874,22.25131100250334,3.884266510185153,60.642187990891784
2024-05-17,21.842275066904588,62.24569048913795,1.8755375773512075,9.421919936406983,1014.3327899344581,21.842275066904588,138,0.6932812268869777,-0.7206671495538609,21.266641061546817,22.18087005280102,3.8388670314731104,59.80482902868049
2024-05-18,19.54884475478556,69.93199559038557,0.0,9.231871213888528,1014.7793037739051,19.54884475478556,139,0.6807734094770161,-0.7324940716135789,21.006112798247408,21.9841320422559,3.420634925948826,60.70113073013554
2024-05-19,19.504621242656256,65.77927873841371,0.0,9.848054038413801,1012.445293590671,19.504621242656256,140,0.6680638642135335,-0.7441039398713607,20.93941011878019,21.897549304260266,3.006100613184254,61.34470722217749
2024-05-20,18.92968684803373,69.56614007477432,0.8869689283717221,5.183077407272881,1008.3301124794283,18.92968684803373,141,0.6551563572090853,-0.7554933140726803,20.615841154293157,21.73577920806687,2.059670607844776,62.373196799564845
2024-05-21,21.037097320303463,57.28672404142755,8.264382545953094,3.836141184232556,1018.0893691048701,21.037097320303463,142,0.6420547132365637,-0.766658819300159,20.287547611296663,21.680448409451376,2.9585913690153673,63.03808549097227
2024-05-22,20.09562710598526,63.487746308852465,1.3652427395731508,8.798272228704143,1012.8870958927255,20.09562710598526,143,0.6287628145958344,-0.7775971469736269,20.42309583333225,21.550003810072862,1.9740815703442653,63.72160869121548
2024-05-23,21.727325803356088,64.05294050230337,3.450905284385633,7.272775575572288,1012.8291631288369,21.727325803356088,144,0.6152845999633276,-0.7883050558305255,20.38363973457499,21.523601104439983,2.2632910108049726,64.62150224932785
2024-05-24,19.98211585734476,55.454523279513445,0.0,9.48652818804543,1013.5125963143838,19.98211585734476,145,0.6016240632249226,-0.7987793728863649,20.117902704637874,21.413802739152985,1.995357071183372,63.65133550509578
2024-05-25,18.84304203525554,64.4392570547503,4.042745116085014,6.920480639381277,1010.6650858237931,18.84304203525554,146,0.5877852522924732,-0.8090169943749473,20.017073744705012,21.417964463092623,2.5728920877669452,62.8666585714336
2024-05-26,19.445947793795337,59.27435177378624,4.224758267143415,4.594832791524319,1016.0874669119769,19.445947793795337,147,0.5737722679043246,-0.8190148866680801,20.008691823439168,21.275620308441898,3.1764289830731474,61.93738329077253
2024-05-27,19.841499460133967,65.32769883352918,5.948072951836542,11.330948888925153,1016.0431101950544,19.841499460133967,148,0.5595892624101765,-0.8287700871745038,20.138950768024916,21.155931715042293,3.899443843568122,61.33189168488036
2024-05-28,15.055448685241402,59.08548056074907,1.1255442669129634,8.052182100421668,1014.5529770614073,15.055448685241402,149,0.545240438540651,-0.8382797052177744,19.284429534444623,20.89201555417669,2.879609803705246,61.5888569019263
2024-05-29,17.12549476202432,65.7961853937781,0.7338512029400324,6.776964394016104,1008.7800167094554,17.12549476202432,150,0.5307300481619334,-0.8475409228928311,18.860124913878774,20.739480944668102,2.7894110127576575,61.91863391405853
2024-05-30,16.569241199456748,58.27080461208131,2.072380241068002,10.10728359321568,1010.1518033335042,16.569241199456748,151,0.5160623910158528,-0.8565509959010036,18.123255684750294,20.48762165732004,2.5924788637122824,61.092614501169656
2024-05-31,23.518184976794583,65.41113401136607,5.554508371084622,6.283284439637573,1015.100929638227,23.518184976794583,152,0.5012418134457758,-0.865307254363206,18.628408416100275,20.396499301974465,3.3859800595815135,62.5149874628629
2024-06-01,16.938894291273925,65.52838078584463,12.680253614806384,7.8078802005507,1016.4478199788571,16.938894291273925,153,0.48627270710868997,-0.8738071036110808,18.356387309817187,20.171395949925625,4.6199098451131375,62.67057656730494
2024-06-02,16.51965050608171,64.86916239569068,10.31240190690653,6.746065884424465,1018.4373456739908,16.51965050608171,154,0.4711595076738638,-0.8820480249558537,17.93834484014381,19.97123371307381,5.4895732222221545,63.469835227577
2024-06-03,19.176473601885636,61.43472403996297,6.897223217166562,9.94510889925346,1014.8654298866516,19.176473601885636,155,0.4559066935084588,-0.8900275764346767,17.843341146108333,19.924923334818697,5.6251661172693,62.913695971353256
2024-06-04,14.454668530917086,62.027913561600535,4.257444093345486,7.851133141799908,1014.862016292652,14.454668530917086,156,0.440518784350495,-0.8977433935342337,17.757515409776286,19.706650839554964,6.072580378188232,63.33404354290347
2024-06-05,17.783899222825866,57.98810843960174,6.14059355301789,9.221171490567647,1014.6793713437932,17.783899222825866,157,0.42500033996955416,-0.9051931898913974,17.851573189890793,19.682220659549156,6.8449721424850685,62.21860397802113
